transaction_id,customer_id,amount,date,type,country,status
TRN00448,C045,1879.32,2025-11-22,transfer,US,approved
TRN00449,C049,6076.25,2025-06-07,transfer,PE,rejected
TRN00450,C054,7865.26,2025-09-09,transfer,AR,approved
TRN00451,C030,762.35,2025-09-24,deposit,US,pending
TRN00452,C013,12476.17,2025-09-16,cash_out,NG,approved
TRN00453,C008,4743.33,2025-08-11,cash_out,PE,approved
TRN00454,C041,2102.71,2025-07-21,payment,US,pending
TRN00455,C010,2190.21,2025-04-14,cash_out,CO,approved
TRN00456,C058,863.15,2025-08-27,payment,NG,approved
TRN00457,C027,4296.68,2025-08-20,payment,RU,approved
TRN00458,C012,6822.81,2025-03-22,payment,MX,approved
TRN00459,C042,6690.68,2025-03-17,transfer,PE,approved
TRN00460,C007,3182.03,2025-12-13,payment,CL,approved
TRN00461,C052,268.04,2025-08-20,international_wire,IR,approved
TRN00462,C014,775.91,2025-03-13,transfer,MX,approved
TRN00463,C029,6646.37,2025-03-08,cash_out,NG,approved
TRN00464,C011,5496.56,2025-10-26,international_wire,CL,approved
TRN00465,C009,193.97,2025-04-12,deposit,AR,approved
TRN00466,C043,7242.52,2025-03-04,transfer,RU,approved
TRN00467,C074,1360.55,2025-08-10,deposit,RU,approved
TRN00468,C055,3074.18,2025-03-30,payment,PE,approved
TRN00469,C058,2214.35,2025-03-18,transfer,PE,approved
TRN00470,C062,15063.38,2025-02-01,transfer,CL,pending
TRN00471,C026,1115.14,2025-11-26,international_wire,PE,rejected
TRN00472,C049,6362.87,2026-01-01,payment,RU,rejected
TRN00473,C045,6255.85,2025-10-17,international_wire,US,pending
TRN00474,C004,2178.08,2025-06-13,international_wire,PE,approved
TRN00475,C036,7168.2,2025-01-30,deposit,IR,approved
TRN00476,C030,6139.4,2025-03-23,transfer,PE,approved
TRN00477,C008,2146.89,2025-04-23,international_wire,NG,approved
TRN00478,C023,7482.94,2025-04-01,cash_out,US,approved
TRN00479,C004,7313.56,2025-12-27,payment,AR,rejected
TRN00480,C064,7587.98,2025-10-05,payment,AR,pending
TRN00481,C008,322.95,2025-04-30,international_wire,PE,approved
TRN00482,C001,4221.06,2025-06-19,international_wire,PE,approved
TRN00483,C023,2739.26,2025-06-15,transfer,MX,approved
TRN00484,C019,4701.14,2025-02-26,international_wire,US,approved
TRN00485,C051,3001.25,2025-10-28,transfer,US,approved
TRN00486,C021,2594.37,2025-08-12,deposit,US,approved
TRN00487,C072,5663.32,2025-12-22,international_wire,US,approved
TRN00488,C023,5330.94,2025-07-13,payment,CL,approved
TRN00489,C001,1438.11,2025-12-26,international_wire,NG,rejected
TRN00490,C078,278.41,2025-06-12,international_wire,PE,rejected
TRN00491,C064,850.8,2025-03-14,payment,CO,approved
TRN00492,C041,2787.54,2025-03-27,transfer,US,pending
TRN00493,C027,110.94,2025-05-08,transfer,US,approved
TRN00494,C001,6300.42,2025-01-25,deposit,RU,pending
TRN00495,C053,7753.43,2025-09-10,deposit,US,rejected
TRN00496,C062,3015.27,2025-10-23,cash_out,AR,pending
TRN00497,C005,608.2,2025-05-31,transfer,US,approved
TRN00498,C010,7614.26,2025-06-25,cash_out,NG,approved
TRN00499,C071,5861.24,2025-02-17,payment,RU,approved
TRN00500,C022,3461.96,2025-11-07,deposit,AR,approved
